mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	26	3/4	3/4	4/4	4	1		V43	E	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
27	27	0	0	4/4	4	1		I	E	V		I	I							M	0	0	0, 4, 1		0	0
27	27	1/2	1/2	4/4	4	1		I6	E	V		I6	I		6					M	0	0	4, 1, 0		0	4
28	28	0	0	4/4	4	1		I	E	V		I	I							M	0	0	0, 4, 1		0	0
28	28	1/2	1/2	4/4	4	1		I6	E	V		I6	I		6					M	0	0	4, 1, 0		0	4
29	29	0	0	4/4	4	1		IV	E	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	1/2	1/2	4/4	4	1		V(64)	E	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
29	29	3/4	3/4	4/4	4	1		V7	E	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	0	0	4/4	4	1		I\\	E	V		I	I						\\	M	0	0	0, 4, 1		0	0
30	30	1/2	1/2	4/4	4	1		I6	E	V		I6	I		6					M	0	0	4, 1, 0		0	4
31	31	0	0	4/4	4	1		I	E	V		I	I							M	0	0	0, 4, 1		0	0
31	31	7/16	7/16	4/4	4	1		V65	E	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	31	1/2	1/2	4/4	4	1		I64	E	V		I64	I		64					M	0	0	1, 0, 4		0	1
31	31	3/4	3/4	4/4	4	1		I6	E	V		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	0	0	4/4	4	1		ii	E	V		ii	ii							m	0	0	2, -1, 3		2	2
32	32	1/4	1/4	4/4	4	1		ii6	E	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
32	32	3/8	3/8	4/4	4	1		viio7/V	E	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
32	32	1/2	1/2	4/4	4	1		V(64)	E	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
32	32	3/4	3/4	4/4	4	1		#io43	E	V		#io43	#i	o	43					o7	0	0	1, -2, 7, 4		7	1
33	33	1/2	1/2	4/4	4	1		V[vi	E	V	V	vi	vi							m	0	0	3, 0, 4		3	3
34	34	0	0	4/4	4	1		viio7	E	V	V	viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
34	34	1/2	1/2	4/4	4	1		I	E	V	V	I	I							M	0	0	0, 4, 1		0	0
35	35	0	0	4/4	4	1		#io7	E	V	V	#io7	#i	o	7					o7	0	0	7, 4, 1, -2		7	7
35	35	1/2	1/2	4/4	4	1		vi64	E	V	V	vi64	vi		64					m	0	0	4, 3, 0		3	4
36	36	0	0	4/4	4	1		viio7	E	V	V	viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
36	36	1/2	1/2	4/4	4	1		I	E	V	V	I	I							M	0	0	0, 4, 1		0	0
36	36	3/4	3/4	4/4	4	1		viio]	E	V	V	viio	vii	o						o	0	0	5, 2, -1		5	5
37	37	0	0	4/4	4	1		I6	E	V		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	1/2	1/2	4/4	4	1		V6	E	V		V6	V		6					M	0	0	5, 2, 1		1	5
38	38	0	0	4/4	4	1		vi	E	V		vi	vi							m	0	0	3, 0, 4		3	3
38	38	1/2	1/2	4/4	4	1		I6	E	V		I6	I		6					M	0	0	4, 1, 0		0	4
39	39	0	0	4/4	4	1		IV	E	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
39	39	1/2	1/2	4/4	4	1		I	E	V		I	I							M	0	0	0, 4, 1		0	0
40	40	0	0	4/4	4	1		viio6	E	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
40	40	1/2	1/2	4/4	4	1		V7	E	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	40	3/4	3/4	4/4	4	1		viio	E	V		viio	vii	o						o	0	0	5, 2, -1		5	5
41	41	0	0	4/4	4	1		ii64	E	V		ii64	ii		64					m	0	0	3, 2, -1		2	3
41	41	1/4	1/4	4/4	4	1		ii	E	V		ii	ii							m	0	0	2, -1, 3		2	2
41	41	1/2	1/2	4/4	4	1		viio6	E	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
41	41	3/4	3/4	4/4	4	1		V7	E	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	0	0	4/4	4	1		I	E	V		I	I							M	0	0	0, 4, 1		0	0
42	42	1/4	1/4	4/4	4	1		ii6	E	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	42	1/2	1/2	4/4	4	1		V(64)	E	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
45	45	0	0	4/4	4	1		V7	E	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	48	0	0	4/4	4	1		I[I6	E	V	I	I6	I		6					M	0	0	4, 1, 0		0	4
49	49	0	0	4/4	4	1		V64	E	V	I	V64	V		64					M	0	0	2, 1, 5		1	2
50	50	0	0	4/4	4	1		I6	E	V	I	I6	I		6					M	0	0	4, 1, 0		0	4
51	51	0	0	4/4	4	1		V2]	E	V	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
52	52	0	0	4/4	4	1		I6	E	V		I6	I		6					M	0	0	4, 1, 0		0	4
52	52	1/2	1/2	4/4	4	1		V43	E	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	53	0	0	4/4	4	1		viio43	E	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
53	53	1/2	1/2	4/4	4	1		I6	E	V		I6	I		6					M	0	0	4, 1, 0		0	4
54	54	0	0	4/4	4	1		#viio7/vi	E	V		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
54	54	1/2	1/2	4/4	4	1		vi	E	V		vi	vi							m	0	0	3, 0, 4		3	3
54	54	3/4	3/4	4/4	4	1		ii6	E	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
55	55	0	0	4/4	4	1		V(64)	E	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
55	55	1/2	1/2	4/4	4	1		V\\	E	V		V	V						\\	M	0	0	1, 5, 2		1	1
56	56	0	0	4/4	4	1		bVII.vi	E	bVII		vi	vi							m	0	0	3, 0, 4		3	3
56	56	1/2	1/2	4/4	4	1		ii6	E	bVII		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
57	57	0	0	4/4	4	1		V2	E	bVII		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
57	57	1/2	1/2	4/4	4	1		I6	E	bVII		I6	I		6					M	0	0	4, 1, 0		0	4
58	58	0	0	4/4	4	1		V(64)	E	bVII		V(64)	V			64				M	0	0	1, 0, 4		1	1
58	58	1/2	1/2	4/4	4	1		V7	E	bVII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	0	0	4/4	4	1		I	E	bVII		I	I							M	0	0	0, 4, 1		0	0
60	60	0	0	4/4	4	1		i(b64)	E	bVII		i(b64)	i			b64				m	0	0	0, -1, -4		0	0
60	60	1/2	1/2	4/4	4	1		i(974)	E	bVII		i(974)	i			974				m	0	0	0, -1, 1	2, 5	0	0
61	61	0	0	4/4	4	1		bV.iii	E	bV		iii	iii							m	0	0	4, 1, 5		4	4
62	62	0	0	4/4	4	1		V43	E	bV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
62	62	1/2	1/2	4/4	4	1		V7	E	bV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	0	0	4/4	4	1		I	E	bV		I	I							M	0	0	0, 4, 1		0	0
63	63	1/2	1/2	4/4	4	1		V6	E	bV		V6	V		6					M	0	0	5, 2, 1		1	5
63	63	3/4	3/4	4/4	4	1		iii64	E	bV		iii64	iii		64					m	0	0	5, 4, 1		4	5
64	64	0	0	4/4	4	1		ii	E	bV		ii	ii							m	0	0	2, -1, 3		2	2
64	64	1/3	1/3	4/4	4	1		#viio43/vi	E	bV		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
64	64	7/12	7/12	4/4	4	1		V6/ii	E	bV		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
64	64	3/4	3/4	4/4	4	1		#iv%43	E	bV		#iv%43	#iv	%	43					%7	0	0	0, 4, 6, 3		6	0
65	65	0	0	4/4	4	1		iii	E	bV		iii	iii							m	0	0	4, 1, 5		4	4
65	65	1/3	1/3	4/4	4	1		viio43/iii	E	bV		viio43/iii	vii	o	43		iii			o7	0	0	-4, -7, 2, -1		2	-4
65	65	7/12	7/12	4/4	4	1		V6/iii	E	bV		V6/iii	V		6		iii			M	0	0	9, 6, 5		5	9
65	65	3/4	3/4	4/4	4	1		I.ii43	E	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
66	66	1/12	1/12	4/4	4	1		viio43/V	E	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
66	66	1/2	1/2	4/4	4	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
66	66	5/6	5/6	4/4	4	1		iii64	E	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
67	67	0	0	4/4	4	1		iio	E	I		iio	ii	o						o	0	0	2, -1, -4		2	2
67	67	1/2	1/2	4/4	4	1		V6/ii	E	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
67	67	5/6	5/6	4/4	4	1		#viio7/ii	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
68	68	0	0	4/4	4	1		#viio65/ii	E	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
69	69	0	0	4/4	4	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
70	70	0	0	4/4	4	1		bIII6	E	I		bIII6	bIII		6					M	0	0	1, -2, -3		-3	1
70	70	1/2	1/2	4/4	4	1		V7/ii	E	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
71	71	0	0	4/4	4	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
72	72	0	0	4/4	4	1		bIII6	E	I		bIII6	bIII		6					M	0	0	1, -2, -3		-3	1
72	72	1/2	1/2	4/4	4	1		V/ii	E	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
73	73	0	0	4/4	4	1		iio6	E	I		iio6	ii	o	6					o	0	0	-1, -4, 2		2	-1
73	73	1/2	1/2	4/4	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
74	74	0	0	4/4	4	1		V7(b9)	E	I		V7(b9)	V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
76	76	0	0	4/4	4	1		iv6	E	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
77	77	0	0	4/4	4	1		V7(9)	E	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
77	77	5/6	5/6	4/4	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	77	11/12	11/12	4/4	4	1		i64	E	I		i64	i		64					m	0	0	1, 0, -3		0	1
78	78	0	0	4/4	4	1		iv6	E	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
79	79	0	0	4/4	4	1		V[V64	E	I	V	V64	V		64					M	0	0	2, 1, 5		1	2
79	79	1/2	1/2	4/4	4	1		viio7	E	I	V	viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
80	80	0	0	4/4	4	1		i64	E	I	V	i64	i		64					m	0	0	1, 0, -3		0	1
80	80	1/2	1/2	4/4	4	1		viio7	E	I	V	viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
81	81	0	0	4/4	4	1		i64	E	I	V	i64	i		64					m	0	0	1, 0, -3		0	1
81	81	1/2	1/2	4/4	4	1		viio43	E	I	V	viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
82	82	0	0	4/4	4	1		i64	E	I	V	i64	i		64					m	0	0	1, 0, -3		0	1
82	82	1/2	1/2	4/4	4	1		viio2/V	E	I	V	viio2/V	vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
83	83	0	0	4/4	4	1		V64	E	I	V	V64	V		64					M	0	0	2, 1, 5		1	2
83	83	1/2	1/2	4/4	4	1		V(9)	E	I	V	V(9)	V			9				M	0	0	1, 5, 2	3	1	1
84	84	0	0	4/4	4	1		V(94)	E	I	V	V(94)	V			94				M	0	0	1, 0, 2	3	1	1
84	84	1/2	1/2	4/4	4	1		V]	E	I	V	V	V							M	0	0	1, 5, 2		1	1
85	85	0	0	4/4	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
85	85	1/2	1/2	4/4	4	1		V64	E	I		V64	V		64					M	0	0	2, 1, 5		1	2
85	85	3/4	3/4	4/4	4	1		V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
86	86	0	0	4/4	4	1		V65/vi	E	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
86	86	1/2	1/2	4/4	4	1		vi(9)	E	I		vi(9)	vi			9				m	0	0	3, 0, 4	5	3	3
86	86	3/4	3/4	4/4	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
87	87	0	0	4/4	4	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
87	87	1/4	1/4	4/4	4	1		ii64	E	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
87	87	1/2	1/2	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
87	87	3/4	3/4	4/4	4	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
87	87	15/16	15/16	4/4	4	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
88	88	0	0	4/4	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
88	88	1/2	1/2	4/4	4	1		V\\	E	I		V	V						\\	M	0	0	1, 5, 2		1	1
88	88	3/4	3/4	4/4	4	1		iiio	E	I		iiio	iii	o						o	0	0	4, 1, -2		4	4
89	89	0	0	4/4	4	1		V65/ii	E	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
89	89	1/2	1/2	4/4	4	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
90	90	0	0	4/4	4	1		V65/vi	E	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
90	90	1/2	1/2	4/4	4	1		vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
90	90	3/4	3/4	4/4	4	1		vi(4)	E	I		vi(4)	vi			4				m	0	0	3, 2, 4		3	3
91	91	0	0	4/4	4	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
91	91	1/4	1/4	4/4	4	1		viio/V	E	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
91	91	1/2	1/2	4/4	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	92	0	0	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
92	92	1/2	1/2	4/4	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
93	93	0	0	4/4	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
94	94	0	0	4/4	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
95	95	0	0	4/4	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
96	96	0	0	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
96	96	3/4	3/4	4/4	4	1		V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
98	98	0	0	4/4	4	1		V65/ii	E	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
98	98	1/2	1/2	4/4	4	1		V7/ii	E	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
99	99	0	0	4/4	4	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
99	99	1/2	1/2	4/4	4	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
100	100	0	0	4/4	4	1		V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
100	100	1/4	1/4	4/4	4	1		V6/vi	E	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
100	100	1/2	1/2	4/4	4	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
100	100	11/16	11/16	4/4	4	1		VII	E	I		VII	VII							M	0	0	5, 9, 6		5	5
100	100	3/4	3/4	4/4	4	1		VII7	E	I		VII7	VII		7					Mm7	0	0	5, 9, 6, 3		5	5
100	100	15/16	15/16	4/4	4	1		VII	E	I		VII	VII							M	0	0	5, 9, 6		5	5
101	101	0	0	4/4	4	1		V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
101	101	1/4	1/4	4/4	4	1		V6/vi	E	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
101	101	1/2	1/2	4/4	4	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
101	101	11/16	11/16	4/4	4	1		ii(6)	E	I		ii(6)	ii			6				m	0	0	2, -1, 5		2	2
101	101	3/4	3/4	4/4	4	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
101	101	15/16	15/16	4/4	4	1		viio65	E	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
102	102	0	0	4/4	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
102	102	1/4	1/4	4/4	4	1		V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
102	102	1/2	1/2	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
102	102	11/16	11/16	4/4	4	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
102	102	3/4	3/4	4/4	4	1		V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
102	102	15/16	15/16	4/4	4	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
103	103	0	0	4/4	4	1		i.V	E	i		V	V							M	0	1	1, 5, 2		1	1
103	103	1/2	1/2	4/4	4	1		V(64)	E	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
104	104	0	0	4/4	4	1		V	E	i		V	V							M	0	1	1, 5, 2		1	1
104	104	1/2	1/2	4/4	4	1		V(64)	E	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
104	104	3/4	3/4	4/4	4	1		viio65/V	E	i		viio65/V	vii	o	65		V			o7	0	1	3, 0, -3, 6		6	3
105	105	0	0	4/4	4	1		I.V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
106	106	0	0	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
107	107	1/2	1/2	4/4	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
108	108	0	0	4/4	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
108	108	1/2	1/2	4/4	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
108	108	3/4	3/4	4/4	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
109	109	0	0	4/4	4	1		I\\	E	I		I	I						\\	M	0	0	0, 4, 1		0	0
109	109	7/16	7/16	4/4	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
109	109	1/2	1/2	4/4	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
109	109	23/32	23/32	4/4	4	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
109	109	3/4	3/4	4/4	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
109	109	31/32	31/32	4/4	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
110	110	0	0	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
